"$\alpha$";"$\beta$";"$\epsilon_e$";"$\epsilon_c$";"$d_{p}$";"$\Gamma_{p}(0)$";"$a_v$";"$\tau_c(250.0, 8, BF)$";"$\tau_c(500.0, 8, BF)$";"$\tau_c(750.0, 8, BF)$";"$\tau_c(1000.0, 8, BF)$";"$\tau_c(1250.0, 8, BF)$";"$\tau_c(1500.0, 8, BF)$";"$\tau_c(1750.0, 8, BF)$";"$\tau_c(2000.0, 8, BF)$";"$\tau_c(2250.0, 8, BF)$";"$\tau_c(2500.0, 8, BF)$";"$\tau_c(2750.0, 8, BF)$";"$\tau_c(3000.0, 8, BF)$";"$\tau_c(3250.0, 8, BF)$";"$\tau_c(3500.0, 8, BF)$";"$\tau_c(3750.0, 8, BF)$";"$\tau_c(4000.0, 8, BF)$";"$\tau_c(4250.0, 8, BF)$";"$\tau_c(4500.0, 8, BF)$";"$\tau_c(4750.0, 8, BF)$";"$\tau_c(5000.0, 8, BF)$";"$\tau_c(5250.0, 8, BF)$";"$\tau_c(5500.0, 8, BF)$";"$\tau_c(5750.0, 8, BF)$";"$\tau_c(6000.0, 8, BF)$";"$\tau_c(6250.0, 8, BF)$";"$\tau_c(6283.0, 8, BF)$";"$\tau_c(6293.0, 8, BF)$";"$\tau_c(6533.0, 8, BF)$";"$\tau_c(6716.0, 8, BF)$";"$\tau_c(6966.0, 8, BF)$";"$\tau_c(7216.0, 8, BF)$";"$\tau_c(7466.0, 8, BF)$";"$\tau_c(7716.0, 8, BF)$";"$\tau_c(7966.0, 8, BF)$";"$\tau_c(8216.0, 8, BF)$";"$\tau_c(8466.0, 8, BF)$";"$\tau_c(8716.0, 8, BF)$";"$\tau_c(8760.0, 8, BF)$";"$\tau_c(9010.0, 8, BF)$";"$\tau_c(9247.0, 8, BF)$";"$\tau_c(9257.0, 8, BF)$";"$\tau_c(9497.0, 8, BF)$";"$\tau_c(9747.0, 8, BF)$";"$\tau_c(9997.0, 8, BF)$";"$\tau_c(10247.0, 8, BF)$";"$\tau_c(10497.0, 8, BF)$";"$\tau_c(10747.0, 8, BF)$";"$\tau_c(10997.0, 8, BF)$";"$\tau_c(11247.0, 8, BF)$";"$\tau_c(11497.0, 8, BF)$";"$\tau_c(11747.0, 8, BF)$";"$\tau_c(11997.0, 8, BF)$";"$\tau_c(12247.0, 8, BF)$";"$\tau_c(12497.0, 8, BF)$";"$\tau_c(12747.0, 8, BF)$";"$\tau_c(12997.0, 8, BF)$";"$\tau_c(13247.0, 8, BF)$";"$\tau_c(13497.0, 8, BF)$";"$\tau_c(13747.0, 8, BF)$";"$\tau_c(13997.0, 8, BF)$";"$\tau_c(14247.0, 8, BF)$";"$\tau_c(14497.0, 8, BF)$";"$\tau_c(14747.0, 8, BF)$";"$\tau_c(14997.0, 8, BF)$";"$\tau_c(15247.0, 8, BF)$";"$\tau_c(15497.0, 8, BF)$";"$\tau_c(15747.0, 8, BF)$";"$\tau_c(15997.0, 8, BF)$";"$\tau_c(16247.0, 8, BF)$";"$\tau_c(16497.0, 8, BF)$";"$\tau_c(16747.0, 8, BF)$";"$\tau_c(16997.0, 8, BF)$";"$\tau_c(17247.0, 8, BF)$";"$\tau_c(17497.0, 8, BF)$";"$\tau_c(17520.0, 8, BF)$"
1.0146519471340120e+02;2.3478664924781442e-02;4.0593688198515726e-01;2.4001347703013688e-02;4.8454167488997696e-06;4.0533582770952067e-09;1.0089557281563417e-04;6.8373300000000004e-01;1.4252849999999999e+00;2.1512300000000000e+00;2.8703029999999998e+00;3.5889780000000000e+00;4.3085050000000003e+00;5.0252429999999997e+00;5.7347999999999999e+00;6.4358550000000001e+00;7.1301909999999999e+00;7.8201720000000003e+00;8.5067620000000002e+00;9.1893919999999998e+00;9.8669670000000007e+00;1.0538855999999999e+01;1.1205201000000001e+01;1.1866578000000001e+01;1.2523448999999999e+01;1.3175876000000001e+01;1.3823634999999999e+01;1.4585197000000001e+01;1.5340472999999999e+01;1.6089106999999998e+01;1.6830835000000000e+01;1.7566096000000002e+01;1.7661674000000001e+01;5.4177960000000001e+00;6.1198150000000000e+00;6.6517629999999999e+00;7.6065600000000000e+00;8.5521250000000002e+00;9.4885450000000002e+00;1.0415678000000000e+01;1.1333513000000000e+01;1.2242177999999999e+01;1.3141785000000000e+01;1.4032437000000000e+01;1.4187635999999999e+01;1.4684673000000000e+01;1.5153594000000000e+01;7.9186310000000004e+00;8.4367439999999991e+00;8.9747029999999999e+00;9.5097729999999991e+00;1.0041926000000000e+01;1.0571160000000001e+01;1.1097492000000001e+01;1.1620936000000000e+01;1.2141527000000000e+01;1.2659307999999999e+01;1.3174308999999999e+01;1.3686534999999999e+01;1.4195988000000000e+01;1.4702684000000000e+01;1.5206645999999999e+01;1.5707897000000001e+01;1.6206454999999998e+01;1.6702332999999999e+01;1.7195544999999999e+01;1.7686108000000001e+01;1.8174037999999999e+01;1.8659357000000000e+01;1.9142088999999999e+01;1.9622256000000000e+01;2.0099871000000000e+01;2.0574945000000000e+01;2.1047488000000001e+01;2.1517513000000001e+01;2.1985029999999998e+01;2.2450047999999999e+01;2.2912576999999999e+01;2.3372629000000000e+01;2.3830210999999998e+01;2.4285333999999999e+01;2.4326059999999998e+01
1.0316316743972696e+02;2.3312866499138749e-02;3.8433982390700355e-01;4.9439242288634562e-02;5.9285040862900460e-06;6.9293330970435612e-09;5.0929825718654955e-04;1.5533490000000001e+00;3.2020900000000001e+00;4.7806639999999998e+00;6.3275550000000003e+00;7.8727169999999997e+00;9.4227369999999997e+00;1.0962916000000000e+01;1.2474906000000001e+01;1.3952389000000000e+01;1.5401743000000000e+01;1.7273627999999999e+01;1.9114442000000000e+01;2.0922660000000000e+01;2.2694928000000001e+01;2.4432397999999999e+01;2.6137796999999999e+01;2.7811966000000002e+01;2.9454961000000001e+01;3.1067166000000000e+01;3.2648741999999999e+01;3.4199686000000000e+01;3.5720421000000002e+01;3.7211722000000002e+01;3.9259633000000001e+01;4.1249878000000002e+01;4.1493805000000002e+01;8.3292599999999997e+00;9.7919809999999998e+00;1.0896169000000000e+01;1.2616538000000000e+01;1.4315225999999999e+01;1.5994158000000001e+01;1.7960585999999999e+01;1.9894109000000000e+01;2.1791955000000002e+01;2.3650428000000002e+01;2.5470607999999999e+01;2.5778479000000001e+01;2.7188473999999999e+01;2.8506163000000001e+01;1.5477150000000000e+01;1.6933129000000001e+01;1.8441693999999998e+01;1.9928569000000000e+01;2.1394255000000001e+01;2.2838719000000001e+01;2.4262029999999999e+01;2.5664337000000000e+01;2.7045676000000000e+01;2.8406103000000002e+01;2.9745798000000001e+01;3.1064996000000001e+01;3.2363878999999997e+01;3.3642543000000003e+01;3.4901079000000003e+01;3.6139612000000000e+01;3.7358308999999998e+01;3.8557375000000000e+01;3.9737026000000000e+01;4.0897502000000003e+01;4.2267178000000001e+01;4.3575296000000002e+01;4.4853886000000003e+01;4.6104075999999999e+01;4.7327987000000000e+01;4.8525967000000001e+01;4.9697910000000000e+01;5.0844228000000001e+01;5.1965789000000001e+01;5.3063304000000002e+01;5.4137185000000002e+01;5.5187835999999997e+01;5.6215798999999997e+01;5.7221648000000002e+01;5.7312252999999998e+01
1.0382256868763739e+02;2.3722128188090712e-02;4.0007675936148190e-01;1.7230273375206487e-01;4.5235528571692522e-06;5.8130462051906795e-09;4.3027705483140289e-04;1.7398620000000000e+00;3.5698989999999999e+00;5.3137679999999996e+00;7.0236080000000003e+00;8.7369280000000007e+00;1.0460087000000000e+01;1.2171245000000001e+01;1.3845025000000000e+01;1.5896324000000000e+01;1.7903593999999998e+01;1.9867203000000000e+01;2.1790323000000001e+01;2.3677871000000000e+01;2.5531509000000000e+01;2.7349413999999999e+01;2.9130013000000002e+01;3.0873737999999999e+01;3.2581871999999997e+01;3.4255490999999999e+01;3.5895285000000001e+01;3.8133330000000001e+01;4.0317408000000000e+01;4.2437561000000002e+01;4.4485517999999999e+01;4.6469858000000002e+01;4.6707157000000002e+01;8.8515739999999994e+00;1.0493503000000000e+01;1.1731932000000000e+01;1.3672715999999999e+01;1.5582907000000001e+01;1.7461981999999999e+01;1.9677462999999999e+01;2.1846541999999999e+01;2.3967800000000000e+01;2.6039691999999999e+01;2.8064810999999999e+01;2.8406417999999999e+01;2.9959194000000000e+01;3.1407216999999999e+01;1.7194251000000001e+01;1.8812508000000001e+01;2.0495170999999999e+01;2.2152004000000002e+01;2.3783431000000000e+01;2.5388843000000001e+01;2.6968132000000001e+01;2.8521688000000001e+01;3.0049650000000000e+01;3.1552106999999999e+01;3.3029356000000000e+01;3.4481769000000000e+01;3.5909545000000001e+01;3.7312781999999999e+01;3.9308362000000002e+01;4.1262720000000002e+01;4.3165650999999997e+01;4.5008375999999998e+01;4.6799664000000000e+01;4.8546978000000003e+01;5.0248970999999997e+01;5.1902259999999998e+01;5.3507545999999998e+01;5.5067723000000001e+01;5.6584159000000000e+01;5.8056890000000003e+01;5.9486452000000000e+01;6.0874195999999998e+01;6.2221362999999997e+01;6.3528695999999997e+01;6.4796887999999996e+01;6.6026927999999998e+01;6.7219927999999996e+01;6.8376859999999994e+01;6.8463892999999999e+01
9.8300614599947949e+01;2.2927418444323576e-02;2.4128047869578706e-01;8.6212832328397521e-02;2.0716326129315871e-06;4.5678225121914573e-09;3.9548309661898502e-04;1.0241210000000001e+00;2.1014510000000000e+00;3.0987559999999998e+00;4.0888320000000000e+00;5.0747879999999999e+00;6.0558399999999999e+00;7.0284380000000004e+00;7.9895079999999998e+00;8.9389800000000008e+00;9.8788049999999998e+00;1.0810700000000001e+01;1.1735071000000000e+01;1.2651229000000001e+01;1.3558275000000000e+01;1.4585504999999999e+01;1.5601972999999999e+01;1.6607945000000001e+01;1.7602770000000000e+01;1.8586120999999999e+01;1.9557905999999999e+01;2.0518118000000001e+01;2.1467148000000002e+01;2.2405595000000002e+01;2.3333756000000001e+01;2.4251493000000000e+01;2.4368660999999999e+01;6.1479970000000002e+00;7.1108969999999996e+00;7.8377270000000001e+00;9.0530950000000008e+00;1.0253420999999999e+01;1.1439660999999999e+01;1.2612042000000001e+01;1.3770436000000000e+01;1.4914536999999999e+01;1.6139531000000002e+01;1.7349212000000001e+01;1.7558195999999999e+01;1.8346805000000000e+01;1.9087793000000001e+01;1.0107957000000001e+01;1.0877993000000000e+01;1.1673075000000001e+01;1.2461274000000000e+01;1.3243437000000000e+01;1.4020025000000000e+01;1.4791026000000000e+01;1.5556314000000000e+01;1.6351019000000001e+01;1.7140066000000001e+01;1.7923119000000000e+01;1.8699501999999999e+01;1.9469072000000001e+01;2.0231992999999999e+01;2.0988305000000000e+01;2.1738097000000000e+01;2.2481577000000001e+01;2.3218858999999998e+01;2.3949867999999999e+01;2.4674522000000000e+01;2.5392882000000000e+01;2.6105077999999999e+01;2.6811195000000001e+01;2.7511258999999999e+01;2.8205282000000000e+01;2.8893291000000001e+01;2.9575323999999998e+01;3.0251422999999999e+01;3.0921638000000002e+01;3.1586010000000002e+01;3.2244574000000000e+01;3.2897357000000000e+01;3.3544396999999996e+01;3.4185730999999997e+01;3.4240822999999999e+01
1.0058202305475041e+02;2.3045833088019115e-02;2.3993786194679767e-01;8.9397458805024199e-02;8.7059607580605505e-06;2.7178581799012116e-09;7.8956601318862858e-04;8.4572199999999997e-01;1.7675129999999999e+00;2.6800000000000002e+00;3.5882800000000001e+00;4.4917040000000004e+00;5.3861850000000002e+00;6.2686370000000000e+00;7.1390779999999996e+00;7.9994430000000003e+00;8.8515350000000002e+00;9.6959669999999996e+00;1.0532346000000000e+01;1.1360067000000001e+01;1.2178936999999999e+01;1.2989247000000001e+01;1.3791473000000000e+01;1.4585962000000000e+01;1.5372831000000000e+01;1.6152072000000000e+01;1.6923684999999999e+01;1.7687759000000000e+01;1.8554856000000001e+01;1.9418036000000001e+01;2.0274505000000001e+01;2.1121091000000000e+01;2.1229768000000000e+01;6.7672429999999997e+00;7.6073240000000002e+00;8.2409689999999998e+00;9.3329260000000005e+00;1.0412120000000000e+01;1.1480217000000000e+01;1.2537288000000000e+01;1.3582464000000000e+01;1.4615187000000001e+01;1.5635532000000000e+01;1.6643927999999999e+01;1.6818753000000001e+01;1.7483235000000001e+01;1.8104437999999998e+01;9.5503739999999997e+00;1.0190982999999999e+01;1.0854825000000000e+01;1.1514663000000001e+01;1.2170555000000000e+01;1.2822808000000000e+01;1.3471605000000000e+01;1.4116854000000000e+01;1.4758390000000000e+01;1.5396127999999999e+01;1.6030069999999998e+01;1.6660257000000001e+01;1.7286716999999999e+01;1.7909450000000000e+01;1.8528438000000001e+01;1.9143671999999999e+01;1.9755161000000001e+01;2.0362931000000000e+01;2.0967020000000002e+01;2.1567477000000000e+01;2.2164365000000000e+01;2.2757794000000001e+01;2.3347961999999999e+01;2.3935037999999999e+01;2.4519075999999998e+01;2.5100055000000001e+01;2.5677927000000000e+01;2.6252635000000001e+01;2.6824117999999999e+01;2.7392320000000002e+01;2.7957191000000002e+01;2.8518691000000000e+01;2.9076781000000000e+01;2.9631429000000001e+01;2.9679926999999999e+01
1.0547147412323484e+02;2.3878132654328758e-02;2.8963440704094667e-01;3.8455953356855338e-02;4.8215589014202313e-06;4.1689404023985417e-09;7.9140893621485744e-04;1.8116159999999999e+00;3.6887129999999999e+00;5.4540899999999999e+00;7.1816120000000003e+00;8.9245070000000002e+00;1.0691762000000001e+01;1.2452525000000000e+01;1.4170954999999999e+01;1.6289548000000000e+01;1.8361001999999999e+01;2.0385914000000000e+01;2.2368758000000000e+01;2.4315360999999999e+01;2.6227430999999999e+01;2.8102571000000001e+01;2.9938632999999999e+01;3.1735925999999999e+01;3.3495992000000001e+01;3.5220174000000000e+01;3.6909224000000002e+01;3.9166387000000000e+01;4.1349977000000003e+01;4.3464962999999997e+01;4.5510351999999997e+01;4.7488570000000003e+01;4.7729748000000001e+01;9.5385410000000004e+00;1.1176779000000000e+01;1.2415724000000001e+01;1.4324071000000000e+01;1.6204913000000001e+01;1.8058074999999999e+01;2.0279810999999999e+01;2.2457129999999999e+01;2.4588014000000001e+01;2.6670280000000002e+01;2.8706457000000000e+01;2.9048798999999999e+01;3.0563407999999999e+01;3.1972957000000001e+01;1.7510259000000001e+01;1.9111764000000001e+01;2.0765003000000000e+01;2.2389904000000001e+01;2.3986782000000002e+01;2.5555833000000000e+01;2.7097380999999999e+01;2.8611507000000000e+01;3.0098341000000001e+01;3.1558133999999999e+01;3.2991275999999999e+01;3.4398156000000000e+01;3.5779117999999997e+01;3.7134509000000001e+01;3.8464669000000001e+01;3.9769947999999999e+01;4.1050691000000000e+01;4.2307212999999997e+01;4.3539858000000002e+01;4.4845326000000000e+01;4.6086548000000001e+01;4.7301178999999998e+01;4.8490295000000003e+01;4.9655537000000002e+01;5.0797111000000001e+01;5.1914946999999998e+01;5.3009438000000003e+01;5.4081346000000003e+01;5.5131272000000003e+01;5.6159576000000001e+01;5.7166629000000000e+01;5.8152904999999997e+01;5.9118887999999998e+01;6.0064990999999999e+01;6.0150941000000003e+01
9.2350425707020676e+01;2.2254677774142917e-02;3.6719010026413190e-01;2.6450888008937556e-01;4.7426193263985901e-06;4.5476285045745051e-09;7.8828669431676350e-04;2.0504080000000000e+00;4.1681299999999997e+00;6.1532890000000000e+00;8.0873989999999996e+00;1.0028051000000000e+01;1.1984375999999999e+01;1.3922729000000000e+01;1.6257432999999999e+01;1.8531825999999999e+01;2.0739775000000002e+01;2.2883396999999999e+01;2.4971268999999999e+01;2.7009409999999999e+01;2.8997748000000001e+01;3.0933776999999999e+01;3.2816437999999998e+01;3.4646725000000004e+01;3.6426734000000003e+01;3.8158524000000000e+01;4.0611058000000000e+01;4.2978090999999999e+01;4.5246746999999999e+01;4.7406782999999997e+01;4.9470998999999999e+01;5.1451054999999997e+01;5.1681963000000003e+01;1.0255010000000000e+01;1.2111349000000001e+01;1.3505642000000000e+01;1.5625400000000001e+01;1.7702577999999999e+01;2.0120025999999999e+01;2.2472615000000001e+01;2.4760584999999999e+01;2.6982272999999999e+01;2.9139779000000001e+01;3.1236041000000000e+01;3.1585622000000001e+01;3.3270192999999999e+01;3.4831595000000000e+01;1.9557599000000000e+01;2.1429382000000000e+01;2.3367055000000001e+01;2.5263812000000001e+01;2.7118556999999999e+01;2.8930520999999999e+01;3.0700371000000001e+01;3.2428992999999998e+01;3.4116917999999998e+01;3.5764800000000001e+01;3.7373404000000001e+01;3.8943289000000000e+01;4.1128812000000003e+01;4.3246648000000000e+01;4.5285663000000000e+01;4.7237141000000001e+01;4.9112633000000002e+01;5.0921491000000003e+01;5.2663201000000001e+01;5.4335431999999997e+01;5.5940261000000000e+01;5.7481675000000003e+01;5.8961961000000002e+01;6.0382289000000000e+01;6.1744477000000003e+01;6.3051000999999999e+01;6.4304029999999997e+01;6.5505230999999995e+01;6.6656279999999995e+01;6.7759117000000003e+01;6.8815717000000006e+01;6.9827870000000004e+01;7.0797224000000000e+01;7.1725419000000002e+01;7.1793403999999995e+01
1.0511203816388422e+02;2.2577917674785095e-02;4.3452365108022339e-01;2.4151743769197401e-01;3.2308230302734675e-06;3.9156916849587871e-09;6.5121172348182638e-04;1.9029080000000000e+00;3.8722099999999999e+00;5.7266050000000002e+00;7.5757260000000004e+00;9.4689680000000003e+00;1.1317276000000000e+01;1.3110220000000000e+01;1.5135934000000001e+01;1.7144244000000000e+01;1.9127105000000000e+01;2.1072153000000000e+01;2.2973296999999999e+01;2.4831337999999999e+01;2.6651371999999999e+01;2.8438628999999999e+01;3.0194777999999999e+01;3.1917862000000000e+01;3.3605449999999998e+01;3.5257309999999997e+01;3.6875177999999998e+01;3.8839689000000000e+01;4.0923715000000001e+01;4.3008946000000002e+01;4.5031498999999997e+01;4.6992812000000001e+01;4.7227874999999997e+01;8.8538289999999993e+00;1.0873063000000000e+01;1.2294632999999999e+01;1.4376194000000000e+01;1.6415044000000002e+01;1.8604403000000001e+01;2.0760704000000000e+01;2.2876784000000001e+01;2.4945687000000000e+01;2.6966687000000000e+01;2.8942056000000001e+01;2.9275499000000000e+01;3.0896370999999998e+01;3.2406460000000003e+01;1.7776282999999999e+01;1.9454723999999999e+01;2.1202200999999999e+01;2.2922813999999999e+01;2.4615849000000001e+01;2.6280467000000002e+01;2.7916768000000001e+01;2.9525250000000000e+01;3.1106200000000001e+01;3.2659899000000003e+01;3.4186712000000000e+01;3.5686903999999998e+01;3.7160587999999997e+01;3.8866101000000000e+01;4.0614319999999999e+01;4.2462023000000002e+01;4.4262945000000002e+01;4.6017468000000001e+01;4.7726035000000003e+01;4.9390752999999997e+01;5.1012428999999997e+01;5.2591996000000002e+01;5.4130327999999999e+01;5.5627951000000003e+01;5.7085099000000000e+01;5.8502358000000001e+01;5.9880822999999999e+01;6.1221611000000003e+01;6.2525525999999999e+01;6.3793179000000002e+01;6.5025249000000002e+01;6.6222554000000002e+01;6.7385953999999998e+01;6.8516272999999998e+01;6.8601860000000002e+01
1.0383565024970852e+02;2.3391432655229947e-02;3.6525756212153737e-01;5.1868068610200269e-02;5.9315417750699525e-06;3.7663866137459538e-09;2.9127109719024311e-04;8.9607300000000001e-01;1.8544140000000000e+00;2.7799170000000002e+00;3.6924779999999999e+00;4.6073490000000001e+00;5.5277089999999998e+00;6.4457319999999996e+00;7.3517890000000001e+00;8.2426569999999995e+00;9.1218039999999991e+00;9.9942980000000006e+00;1.0862479000000000e+01;1.1725341999999999e+01;1.2580557000000001e+01;1.3426667999999999e+01;1.4263868000000000e+01;1.5281325000000001e+01;1.6288777000000000e+01;1.7285464999999999e+01;1.8270375000000001e+01;1.9244049000000000e+01;2.0207540000000002e+01;2.1161130000000000e+01;2.2104695000000000e+01;2.3038226000000002e+01;2.3157802000000000e+01;6.1101710000000002e+00;7.0023830000000000e+00;7.6774389999999997e+00;8.8343749999999996e+00;9.9789010000000005e+00;1.1111425000000001e+01;1.2231515000000000e+01;1.3338832999999999e+01;1.4433465000000000e+01;1.5515624000000001e+01;1.6731787000000001e+01;1.6942219999999999e+01;1.7732043999999998e+01;1.8474844000000001e+01;9.7369749999999993e+00;1.0483885000000001e+01;1.1256430999999999e+01;1.2023396999999999e+01;1.2784606999999999e+01;1.3539868999999999e+01;1.4289220000000000e+01;1.5032840999999999e+01;1.5770849000000000e+01;1.6503245000000000e+01;1.7264196999999999e+01;1.8019750999999999e+01;1.8770002999999999e+01;1.9514499000000001e+01;2.0253509000000001e+01;2.0987223000000000e+01;2.1715496000000002e+01;2.2438399000000000e+01;2.3156219000000000e+01;2.3869111000000000e+01;2.4577002000000000e+01;2.5279803000000001e+01;2.5977536000000001e+01;2.6670276000000001e+01;2.7358069000000000e+01;2.8040928999999998e+01;2.8718862000000001e+01;2.9391877999999998e+01;3.0059985999999999e+01;3.0723201000000000e+01;3.1381547999999999e+01;3.2035046999999999e+01;3.2683714000000002e+01;3.3327559000000001e+01;3.3383208000000003e+01
9.7335248093142567e+01;2.3969192980156050e-02;3.1465461893959401e-01;3.0021913425025262e-02;4.6641679625681505e-06;6.7672552519928119e-09;6.9299343105911119e-04;2.0934990000000000e+00;4.2953039999999998e+00;6.3769070000000001e+00;8.4056139999999999e+00;1.0429104000000001e+01;1.2452318999999999e+01;1.4451511000000000e+01;1.6857147999999999e+01;1.9190020000000001e+01;2.1454657999999998e+01;2.3652750000000001e+01;2.5787663999999999e+01;2.7862953999999998e+01;2.9881032999999999e+01;3.1842587999999999e+01;3.3747793999999999e+01;3.5597656999999998e+01;3.7393839999999997e+01;3.9138193999999999e+01;4.0832233000000002e+01;4.2477212000000002e+01;4.4141323000000000e+01;4.5719081000000003e+01;4.7248260000000002e+01;4.8730960000000003e+01;4.8923138999999999e+01;1.0340414000000001e+01;1.2205028000000000e+01;1.3631849000000001e+01;1.5789643999999999e+01;1.7909455999999999e+01;2.0405227000000000e+01;2.2837426000000001e+01;2.5206468999999998e+01;2.7510304000000001e+01;2.9750354000000002e+01;3.1929555000000001e+01;3.2292183000000001e+01;3.3550742000000000e+01;3.4719602999999999e+01;1.9351237999999999e+01;2.0793191000000000e+01;2.2269518000000001e+01;2.3716732000000000e+01;2.5135304000000001e+01;2.6525836999999999e+01;2.7888945000000000e+01;2.9225179000000001e+01;3.0535070999999999e+01;3.1819157000000001e+01;3.3077958000000002e+01;3.4311970000000002e+01;3.5521689000000002e+01;3.6707608999999998e+01;3.7870215999999999e+01;3.9009976000000002e+01;4.0127344000000001e+01;4.1222769999999997e+01;4.2296694000000002e+01;4.3349550000000001e+01;4.4381760999999997e+01;4.5393738999999997e+01;4.6367095999999997e+01;4.7289008000000003e+01;4.8193410999999998e+01;4.9080846000000001e+01;4.9952478999999997e+01;5.0808489000000002e+01;5.1648744000000001e+01;5.2473410000000001e+01;5.3282961000000000e+01;5.4077801000000001e+01;5.4858148999999997e+01;5.5624203999999999e+01;5.5693972000000002e+01
1.0663612894538522e+02;2.3982189410702088e-02;3.2578731174124331e-01;1.7482656052174100e-01;5.2377174901393348e-06;4.5738235582519374e-09;7.7395497358750042e-04;2.1303920000000001e+00;4.3428940000000003e+00;6.4249489999999998e+00;8.4567569999999996e+00;1.0496511999999999e+01;1.2554307000000000e+01;1.4597507000000000e+01;1.7114806999999999e+01;1.9575043999999998e+01;2.1970676999999998e+01;2.4302624000000002e+01;2.6579536000000001e+01;2.8807980000000001e+01;3.0987984999999998e+01;3.3116743000000000e+01;3.5192819000000000e+01;3.7216856999999997e+01;4.0153159000000002e+01;4.2999577000000002e+01;4.5739018999999999e+01;4.8358148999999997e+01;5.0871513999999998e+01;5.3292060999999997e+01;5.5619477000000003e+01;5.7850278000000003e+01;5.8107781000000003e+01;1.0781703000000000e+01;1.2707208000000000e+01;1.4156038000000001e+01;1.6381052000000000e+01;1.8567570000000000e+01;2.1165702000000000e+01;2.3703218000000000e+01;2.6179396000000001e+01;2.8591101999999999e+01;3.0939938000000001e+01;3.3229199000000001e+01;3.3611297000000000e+01;3.5444659999999999e+01;3.7149362000000004e+01;2.0648527000000001e+01;2.2656175000000001e+01;2.4745114000000001e+01;2.6796150999999998e+01;2.8807623000000000e+01;3.0778614999999999e+01;3.2709739999999996e+01;3.4601652000000001e+01;3.6454653000000000e+01;3.8269286999999998e+01;4.0833652000000001e+01;4.3331327999999999e+01;4.5747357999999998e+01;4.8070095000000002e+01;5.0312420000000003e+01;5.2484541999999998e+01;5.4584806999999998e+01;5.6610061999999999e+01;5.8562044999999998e+01;6.0444265999999999e+01;6.2258660999999996e+01;6.4006328999999994e+01;6.5689130000000006e+01;6.7309509000000006e+01;6.8869489999999999e+01;7.0370656999999994e+01;7.1814672000000002e+01;7.3203485999999998e+01;7.4539111000000005e+01;7.5823381999999995e+01;7.7057995000000005e+01;7.8244641000000001e+01;7.9385014999999996e+01;8.0480772999999999e+01;8.0560145000000006e+01
1.0524914835052056e+02;2.3227265080021122e-02;2.5173963746886580e-01;1.0787136547063664e-01;1.9900330470672723e-06;5.2216625644572546e-09;8.8365458293842712e-04;1.8439520000000000e+00;3.7641390000000001e+00;5.4955959999999999e+00;7.1884340000000000e+00;8.8697350000000004e+00;1.0538252999999999e+01;1.2186305000000001e+01;1.3806307000000000e+01;1.5655590999999999e+01;1.7475505999999999e+01;1.9268903000000002e+01;2.1034030999999999e+01;2.2768522000000001e+01;2.4470572000000001e+01;2.6139869000000001e+01;2.7778292000000000e+01;2.9388286999999998e+01;3.0970808000000002e+01;3.2525182000000001e+01;3.4050660000000001e+01;3.5547462000000003e+01;3.7310876999999998e+01;3.9054850000000002e+01;4.0761121000000003e+01;4.2418481999999997e+01;4.2619695999999998e+01;8.2493850000000002e+00;9.8868639999999992e+00;1.1128162000000000e+01;1.3062916000000000e+01;1.4969419000000000e+01;1.6843236000000001e+01;1.8880430000000000e+01;2.0883057000000001e+01;2.2852795000000000e+01;2.4786819999999999e+01;2.6681764000000001e+01;2.7002130999999999e+01;2.8435378000000000e+01;2.9774104999999999e+01;1.6197624000000001e+01;1.7661565000000000e+01;1.9185973000000001e+01;2.0689720999999999e+01;2.2173400999999998e+01;2.3636651000000001e+01;2.5079177000000001e+01;2.6501130000000000e+01;2.7902598999999999e+01;2.9283629000000001e+01;3.0644424999999998e+01;3.1985285999999999e+01;3.3306365000000000e+01;3.4607680000000002e+01;3.5889307000000002e+01;3.7151434999999999e+01;3.8663479000000002e+01;4.0167085999999998e+01;4.1641559000000001e+01;4.3074666000000001e+01;4.4484139999999996e+01;4.5867623999999999e+01;4.7221550999999998e+01;4.8547390999999998e+01;4.9847895000000001e+01;5.1122864999999997e+01;5.2370795000000001e+01;5.3591810000000002e+01;5.4787416000000000e+01;5.5958446000000002e+01;5.7104683000000001e+01;5.8225982000000002e+01;5.9322730999999997e+01;6.0395581000000000e+01;6.0479354999999998e+01
