"$\alpha$";"$\beta$";"$\epsilon_e$";"$\epsilon_c$";"$d_{p}$";"$\Gamma_{p}(0)$";"$a_v$";"$\tau_c(0, 8, BC)$";"$\tau_c(250, 8, BC)$";"$\tau_c(500, 8, BC)$";"$\tau_c(750, 8, BC)$";"$\tau_c(1000, 8, BC)$";"$\tau_c(1250, 8, BC)$";"$\tau_c(1500, 8, BC)$";"$\tau_c(1750, 8, BC)$";"$\tau_c(2000, 8, BC)$";"$\tau_c(2250, 8, BC)$";"$\tau_c(2500, 8, BC)$";"$\tau_c(2750, 8, BC)$";"$\tau_c(3000, 8, BC)$";"$\tau_c(3250, 8, BC)$";"$\tau_c(3500, 8, BC)$";"$\tau_c(3750, 8, BC)$";"$\tau_c(4000, 8, BC)$";"$\tau_c(4250, 8, BC)$";"$\tau_c(4500, 8, BC)$";"$\tau_c(4750, 8, BC)$";"$\tau_c(5000, 8, BC)$";"$\tau_c(5250, 8, BC)$";"$\tau_c(5500, 8, BC)$";"$\tau_c(5750, 8, BC)$";"$\tau_c(6000, 8, BC)$";"$\tau_c(6250, 8, BC)$";"$\tau_c(6500, 8, BC)$";"$\tau_c(6750, 8, BC)$";"$\tau_c(7000, 8, BC)$";"$\tau_c(7250, 8, BC)$";"$\tau_c(7500, 8, BC)$";"$\tau_c(7750, 8, BC)$";"$\tau_c(8000, 8, BC)$";"$\tau_c(8250, 8, BC)$";"$\tau_c(8500, 8, BC)$";"$\tau_c(8750, 8, BC)$";"$\tau_c(9000, 8, BC)$";"$\tau_c(9250, 8, BC)$";"$\tau_c(9500, 8, BC)$";"$\tau_c(9750, 8, BC)$";"$\tau_c(10000, 8, BC)$";"$\tau_c(10250, 8, BC)$";"$\tau_c(10500, 8, BC)$";"$\tau_c(10750, 8, BC)$";"$\tau_c(11000, 8, BC)$";"$\tau_c(11250, 8, BC)$";"$\tau_c(11500, 8, BC)$";"$\tau_c(11750, 8, BC)$";"$\tau_c(12000, 8, BC)$";"$\tau_c(12250, 8, BC)$";"$\tau_c(12500, 8, BC)$";"$\tau_c(12750, 8, BC)$";"$\tau_c(13000, 8, BC)$";"$\tau_c(13250, 8, BC)$";"$\tau_c(13500, 8, BC)$";"$\tau_c(13750, 8, BC)$";"$\tau_c(14000, 8, BC)$";"$\tau_c(14250, 8, BC)$";"$\tau_c(14500, 8, BC)$";"$\tau_c(14750, 8, BC)$";"$\tau_c(15000, 8, BC)$";"$\tau_c(15250, 8, BC)$";"$\tau_c(15500, 8, BC)$";"$\tau_c(15750, 8, BC)$";"$\tau_c(16000, 8, BC)$";"$\tau_c(16250, 8, BC)$";"$\tau_c(16500, 8, BC)$";"$\tau_c(16750, 8, BC)$";"$\tau_c(17000, 8, BC)$";"$\tau_c(17250, 8, BC)$";"$\tau_c(17500, 8, BC)$";"$\tau_c(17750, 8, BC)$";"$\tau_c(18000, 8, BC)$";"$\tau_c(18250, 8, BC)$";"$\tau_c(18500, 8, BC)$"
1.0388131811207492e+02;2.2710314553606878e-02;3.2944339148173674e-01;6.3071436351743004e-02;5.1843014283425538e-06;5.1122781360182040e-09;2.0551830195151763e-04;2.0566540000000000e+00;4.3549509999999998e+00;6.6295679999999999e+00;8.8301820000000006e+00;1.0970848000000000e+01;1.3074503999999999e+01;1.5134326000000000e+01;1.7141456999999999e+01;1.9102012999999999e+01;2.1022704000000001e+01;2.2901769000000002e+01;2.4736364999999999e+01;2.6527915000000000e+01;2.8279012000000002e+01;2.9990596000000000e+01;3.1662989000000000e+01;3.3032787999999996e+01;3.4386448999999999e+01;3.5715716999999998e+01;3.7022368999999998e+01;3.8313001999999997e+01;3.9585557000000001e+01;4.0836737999999997e+01;4.2066884000000002e+01;4.3277709999999999e+01;4.3427377000000000e+01;1.2368852000000000e+01;1.4272864999999999e+01;1.5695250000000000e+01;1.8069206999999999e+01;2.0382801000000001e+01;2.2630113000000001e+01;2.4814712000000000e+01;2.6941544000000000e+01;2.9011672999999998e+01;3.1024981000000000e+01;3.2719009999999997e+01;3.3006739000000003e+01;3.4179146000000003e+01;3.5275216000000000e+01;1.9609822000000001e+01;2.1071190999999999e+01;2.2563441000000001e+01;2.4029510999999999e+01;2.5470295000000000e+01;2.6884667000000000e+01;2.8273083000000000e+01;2.9637011000000001e+01;3.0977087999999998e+01;3.2134673999999997e+01;3.3288750999999998e+01;3.4427657000000004e+01;3.5549801000000002e+01;3.6660234000000003e+01;3.7759580000000000e+01;3.8844925000000003e+01;3.9915515999999997e+01;4.0972552000000000e+01;4.2016362000000001e+01;4.3046247999999999e+01;4.4061937999999998e+01;4.5063755000000000e+01;4.6051862000000000e+01;4.7026121000000003e+01;4.7986474999999999e+01;4.8933050999999999e+01;4.9865974000000001e+01;5.0785290000000003e+01;5.1691051000000002e+01;5.2583360999999996e+01;5.3462335000000003e+01;5.4328073000000003e+01;5.5180678999999998e+01;5.6020271999999999e+01;5.6088237999999997e+01
1.0163564493269075e+02;2.3361840135190316e-02;4.0214259669143315e-01;1.2666735696311884e-01;2.9903355315781947e-06;5.6324164076078638e-09;6.2118745297738492e-04;4.3988430000000003e+00;9.3809869999999993e+00;1.4244946000000001e+01;1.8736469000000000e+01;2.3018509000000002e+01;2.7126315999999999e+01;3.1009792999999998e+01;3.4018113999999997e+01;3.6948822999999997e+01;3.9759352999999997e+01;4.2460979000000002e+01;4.5079611000000000e+01;4.7611922000000000e+01;5.0047227999999997e+01;5.2387639000000000e+01;5.4639834999999998e+01;5.6804881999999999e+01;5.8882071000000003e+01;6.0873983000000003e+01;6.2027478000000002e+01;6.3148381999999998e+01;6.4243418000000005e+01;6.5309445999999994e+01;6.6345770999999999e+01;6.7351629000000003e+01;6.7476939000000002e+01;1.5342734000000000e+01;2.0173300999999999e+01;2.3416747999999998e+01;2.7901109999999999e+01;3.2123272000000000e+01;3.5503117000000003e+01;3.8756455000000003e+01;4.1852424999999997e+01;4.4799134000000002e+01;4.7624099000000001e+01;5.0329746000000000e+01;5.0765182000000003e+01;5.2900136000000003e+01;5.4843584999999997e+01;3.2931010000000001e+01;3.5709220000000002e+01;3.8365856000000001e+01;4.0924160999999998e+01;4.3383758000000000e+01;4.5747089000000003e+01;4.8018639999999998e+01;5.0201658000000002e+01;5.2298481000000002e+01;5.4311897000000002e+01;5.6245151000000000e+01;5.8101272000000002e+01;5.9882806000000002e+01;6.1592376999999999e+01;6.2347507000000000e+01;6.3078721000000002e+01;6.3805281999999998e+01;6.4508155000000002e+01;6.5197361000000001e+01;6.5872963999999996e+01;6.6535267000000005e+01;6.7184410000000000e+01;6.7820777000000007e+01;6.8444671999999997e+01;6.9056332999999995e+01;6.9655991999999998e+01;7.0243902000000006e+01;7.0820312999999999e+01;7.1385463999999999e+01;7.1939582000000001e+01;7.2482895999999997e+01;7.3015637999999996e+01;7.3538030000000006e+01;7.4050285000000002e+01;7.4096817999999999e+01
9.5203815881323990e+01;2.3432846814627234e-02;3.7256640227264470e-01;1.3224301268506558e-01;5.8134993803406718e-06;5.4031748883900246e-09;8.1258745913950379e-04;3.7868309999999998e+00;8.0040999999999993e+00;1.2135802999999999e+01;1.6044077999999999e+01;1.9757784999999998e+01;2.3334800999999999e+01;2.6763811000000000e+01;3.0027691999999998e+01;3.3148617999999999e+01;3.6164923999999999e+01;3.9055115000000001e+01;4.1822726000000003e+01;4.4486547000000002e+01;4.7043461000000001e+01;4.9487561999999997e+01;5.1822071999999999e+01;5.4053595999999999e+01;5.6184846999999998e+01;5.8216850999999998e+01;6.0152451999999997e+01;6.1341439000000001e+01;6.2444611000000002e+01;6.3506737000000001e+01;6.4531278000000000e+01;6.5521619000000001e+01;6.5649238999999994e+01;1.5734056000000001e+01;1.9442834999999999e+01;2.2132465000000000e+01;2.6136196999999999e+01;2.9970132000000000e+01;3.3553434000000003e+01;3.6900981999999999e+01;4.0106482999999997e+01;4.3141953000000001e+01;4.6013458000000000e+01;4.8750512999999998e+01;4.9190179999999998e+01;5.1266545999999998e+01;5.3146802000000001e+01;3.2173192999999998e+01;3.4947445000000002e+01;3.7586337999999998e+01;4.0116486999999999e+01;4.2538822000000003e+01;4.4856574999999999e+01;4.7075003000000002e+01;4.9198112999999999e+01;5.1229049000000003e+01;5.3171230000000001e+01;5.5028374999999997e+01;5.6803978000000001e+01;5.8501257000000003e+01;6.0123361000000003e+01;6.0914115000000002e+01;6.1638646999999999e+01;6.2345292999999998e+01;6.3036168000000004e+01;6.3713039000000002e+01;6.4375196000000003e+01;6.5022244000000001e+01;6.5654741000000001e+01;6.6273554000000004e+01;6.6879031999999995e+01;6.7471204999999998e+01;6.8050280000000001e+01;6.8616685000000004e+01;6.9170799000000002e+01;6.9712866000000005e+01;7.0243101999999993e+01;7.0761786000000001e+01;7.1269215000000003e+01;7.1765653000000000e+01;7.2251333000000002e+01;7.2295484000000002e+01
1.0819672259787301e+02;2.3566294792965906e-02;2.1391153263180546e-01;1.2264152107706236e-01;2.7833933697800719e-06;3.9226842334867462e-09;3.6558615523143425e-04;2.7905880000000001e+00;5.9782659999999996e+00;9.0896589999999993e+00;1.2048994000000000e+01;1.4927471000000001e+01;1.7718931000000001e+01;2.0444027999999999e+01;2.3094210000000000e+01;2.5659832000000002e+01;2.8146569000000000e+01;3.0562107999999998e+01;3.2362572000000000e+01;3.4144378000000003e+01;3.5890523000000002e+01;3.7599379999999996e+01;3.9278619999999997e+01;4.0929149000000002e+01;4.2547024000000000e+01;4.4131731000000002e+01;4.5685288000000000e+01;4.7208106999999998e+01;4.8699261000000000e+01;5.0158776000000003e+01;5.1587569999999999e+01;5.2986153999999999e+01;5.3155698999999998e+01;1.3141439999999999e+01;1.5838780000000000e+01;1.7835504000000000e+01;2.1032930000000000e+01;2.4127293999999999e+01;2.7109038000000002e+01;2.9980972000000001e+01;3.2752865999999997e+01;3.4859397000000001e+01;3.6929926000000002e+01;3.8946303000000000e+01;3.9283644000000002e+01;4.0724110000000003e+01;4.2069011000000003e+01;2.3789998000000001e+01;2.5659006999999999e+01;2.7555406999999999e+01;2.9413841999999999e+01;3.1238239000000000e+01;3.2873824999999997e+01;3.4484867000000001e+01;3.6065776999999997e+01;3.7615423999999997e+01;3.9137191999999999e+01;4.0632361000000003e+01;4.2099572000000002e+01;4.3538473000000003e+01;4.4950083999999997e+01;4.6335087000000001e+01;4.7693466999999998e+01;4.9025374999999997e+01;5.0331328999999997e+01;5.1611761999999999e+01;5.2866906000000000e+01;5.4097034999999998e+01;5.5302553000000003e+01;5.6483860999999997e+01;5.7641292999999997e+01;5.8775174999999997e+01;5.9885869999999997e+01;6.0973745000000001e+01;6.1666626999999998e+01;6.2366415000000003e+01;6.3111888000000000e+01;6.3848886000000000e+01;6.4575337000000005e+01;6.5291443999999998e+01;6.5997376000000003e+01;6.6054486999999995e+01
1.0008390130546289e+02;2.3678328436613921e-02;4.6213553611052793e-01;1.1013875612006027e-01;4.9808956569930440e-06;3.7246078247774402e-09;8.0152082330869402e-04;3.5659640000000001e+00;7.6501400000000004e+00;1.1687101999999999e+01;1.5465821000000000e+01;1.9053159000000001e+01;2.2543668000000000e+01;2.5906224999999999e+01;2.9105803000000002e+01;3.2168458999999999e+01;3.4902335000000001e+01;3.7557597000000001e+01;4.0116272000000002e+01;4.2586143000000000e+01;4.4981651999999997e+01;4.7297593999999997e+01;4.9528830999999997e+01;5.1678668999999999e+01;5.3751852000000000e+01;5.5748947000000001e+01;5.7669713000000002e+01;5.9516114999999999e+01;6.1290913000000003e+01;6.2355730000000001e+01;6.3362215999999997e+01;6.4338069000000004e+01;6.4463133999999997e+01;1.5016079000000000e+01;1.8500332000000000e+01;2.1044633000000001e+01;2.4902436999999999e+01;2.8607704999999999e+01;3.2093449999999997e+01;3.5214841000000000e+01;3.8219743999999999e+01;4.1088360000000002e+01;4.3829331000000003e+01;4.6463273999999998e+01;4.6891176999999999e+01;4.8953682999999998e+01;5.0836353000000003e+01;3.0109638000000000e+01;3.2727905000000000e+01;3.5268166999999998e+01;3.7725025000000002e+01;4.0095999999999997e+01;4.2380899999999997e+01;4.4583652000000001e+01;4.6707504000000000e+01;4.8754167000000002e+01;5.0725422999999999e+01;5.2623762999999997e+01;5.4451742000000003e+01;5.6211478000000000e+01;5.7905031999999999e+01;5.9534554000000000e+01;6.1102249999999998e+01;6.1814261000000002e+01;6.2475586999999997e+01;6.3123069000000001e+01;6.3758448000000001e+01;6.4383021999999997e+01;6.4996150000000000e+01;6.5597486000000004e+01;6.6187450999999996e+01;6.6766711999999998e+01;6.7335497000000004e+01;6.7893773999999993e+01;6.8441677999999996e+01;6.8979526000000007e+01;6.9507593999999997e+01;7.0026038000000000e+01;7.0534996000000007e+01;7.1034662999999995e+01;7.1525254000000004e+01;7.1569911000000005e+01
1.0433504882174009e+02;2.3766205701060597e-02;3.4423520075895808e-01;8.3986217540344604e-02;8.3500382066471421e-06;2.8229045361005782e-09;9.3131081782708088e-04;1.7360789999999999e+00;3.6325660000000002e+00;5.4974170000000004e+00;7.3340829999999997e+00;9.1383949999999992e+00;1.0908213000000000e+01;1.2644579999999999e+01;1.4348571000000000e+01;1.6020334999999999e+01;1.7659770999999999e+01;1.9267104000000000e+01;2.0842889000000000e+01;2.2387808000000000e+01;2.3902525000000001e+01;2.5387625000000000e+01;2.6843633000000001e+01;2.8271059000000001e+01;2.9670445000000001e+01;3.1042356000000002e+01;3.2488166000000000e+01;3.3929602000000003e+01;3.5344743999999999e+01;3.6723143999999998e+01;3.8078808000000002e+01;3.9416322000000001e+01;3.9583041000000001e+01;1.2045812000000000e+01;1.3645839000000000e+01;1.4840558000000000e+01;1.6955625999999999e+01;1.9026510999999999e+01;2.1049173000000000e+01;2.3021287999999998e+01;2.4945060000000002e+01;2.6822725999999999e+01;2.8655304999999998e+01;3.0443496000000000e+01;3.0750748000000002e+01;3.1804573999999999e+01;3.2773829999999997e+01;1.8077790000000000e+01;1.9160482999999999e+01;2.0280998000000000e+01;2.1396902999999998e+01;2.2507545000000000e+01;2.3613990000000001e+01;2.4713512999999999e+01;2.5803643999999998e+01;2.6883647000000000e+01;2.7953288000000001e+01;2.9012056000000001e+01;3.0059419999999999e+01;3.1095084000000000e+01;3.2118915999999999e+01;3.3130820999999997e+01;3.4130718000000002e+01;3.5118566999999999e+01;3.6094360999999999e+01;3.7058118000000000e+01;3.8009866000000002e+01;3.8949648000000003e+01;3.9877521000000002e+01;4.0793550000000003e+01;4.1697806999999997e+01;4.2590370000000000e+01;4.3471321000000003e+01;4.4340747000000000e+01;4.5198740000000001e+01;4.6561354000000001e+01;4.7922986999999999e+01;4.9254053999999996e+01;5.0540540999999997e+01;5.1798921000000000e+01;5.3038189000000003e+01;5.3140231999999997e+01
1.0064035530450410e+02;2.3707879519750338e-02;3.5235881648430212e-01;2.1399071238047573e-01;5.1881986953813882e-06;5.2102926861290106e-09;6.8687609141770598e-04;4.4216610000000003e+00;9.3705739999999995e+00;1.4199923000000000e+01;1.8717910000000000e+01;2.2983726999999998e+01;2.7083071000000000e+01;3.0992559000000000e+01;3.4498275000000000e+01;3.7871864000000002e+01;4.1098903999999997e+01;4.4186163999999998e+01;4.7149791999999998e+01;4.9985773000000002e+01;5.2689894000000002e+01;5.5266846999999999e+01;5.7723849000000001e+01;6.0064239999999998e+01;6.2207943999999998e+01;6.4293664000000007e+01;6.6282494999999997e+01;6.8153645999999995e+01;6.9933851000000004e+01;7.1638745000000000e+01;7.3262013999999994e+01;7.4796800000000005e+01;7.4964033999999998e+01;1.6973155999999999e+01;2.1225117999999998e+01;2.4302672000000001e+01;2.8876155000000001e+01;3.3221972999999998e+01;3.7071536999999999e+01;4.0737278000000003e+01;4.4204506000000002e+01;4.7481521999999998e+01;5.0592376999999999e+01;5.3540880999999999e+01;5.4010556999999999e+01;5.6421002999999999e+01;5.8602477000000000e+01;3.5860317999999999e+01;3.8823940999999998e+01;4.1706138000000003e+01;4.4490017000000002e+01;4.7162799999999997e+01;4.9728597999999998e+01;5.2195402000000001e+01;5.4564152000000000e+01;5.6833551999999997e+01;5.9005972999999997e+01;6.1085341999999997e+01;6.3023442000000003e+01;6.4885514999999998e+01;6.6657713000000001e+01;6.8336562000000001e+01;6.9936430000000001e+01;7.1464545000000001e+01;7.2919674999999998e+01;7.4301669000000004e+01;7.5614797999999993e+01;7.6863957999999997e+01;7.8051996000000003e+01;7.9180794000000006e+01;8.0252927999999997e+01;8.1271512999999999e+01;8.2239311999999998e+01;8.3158607000000003e+01;8.4031621999999999e+01;8.4860675000000001e+01;8.5648015999999998e+01;8.6395700000000005e+01;8.7105643999999998e+01;8.7779720999999995e+01;8.8419758000000002e+01;8.8470124999999996e+01
9.6474691301404263e+01;2.3463648593216209e-02;2.7182502204222664e-01;1.0656072853668172e-01;1.3714525590728741e-06;5.6898079582055762e-09;4.6113662270668327e-04;2.1833800000000001e+00;4.5917399999999997e+00;6.8359500000000004e+00;8.9759010000000004e+00;1.1065715000000001e+01;1.3106612999999999e+01;1.5096401999999999e+01;1.7037969000000000e+01;1.8933875000000000e+01;2.0784670999999999e+01;2.2590470000000000e+01;2.4352285999999999e+01;2.6071346999999999e+01;2.7748571999999999e+01;2.9384858999999999e+01;3.0981249999999999e+01;3.2141083000000002e+01;3.3293422999999997e+01;3.4428114000000001e+01;3.5542915999999998e+01;3.6642684000000003e+01;3.7728614000000000e+01;3.8798023000000001e+01;3.9850014000000002e+01;4.0885826000000002e+01;4.1015545000000003e+01;1.2389690000000000e+01;1.4235889000000000e+01;1.5608010999999999e+01;1.7910506000000002e+01;2.0151271000000001e+01;2.2324732000000001e+01;2.4431020000000000e+01;2.6475895999999999e+01;2.8462237999999999e+01;3.0389986000000000e+01;3.1880026000000001e+01;3.2135052000000002e+01;3.3097762000000003e+01;3.3995860000000000e+01;1.8996759000000001e+01;2.0271823999999999e+01;2.1571078000000000e+01;2.2849520999999999e+01;2.4109946000000001e+01;2.5348390999999999e+01;2.6563927000000000e+01;2.7759226999999999e+01;2.8935452999999999e+01;3.0091870000000000e+01;3.1084788000000000e+01;3.2071151000000000e+01;3.3044510000000002e+01;3.4002367000000000e+01;3.4948006999999997e+01;3.5883025000000004e+01;3.6805802999999997e+01;3.7715468000000001e+01;3.8612845999999998e+01;3.9498542000000000e+01;4.0372264000000001e+01;4.1233806999999999e+01;4.2083457000000003e+01;4.2921478999999998e+01;4.3747869000000001e+01;4.4562620000000003e+01;4.5365881999999999e+01;4.6157829000000000e+01;4.6938554000000003e+01;4.7708134000000001e+01;4.8466687000000000e+01;4.9214343000000000e+01;4.9951217000000000e+01;5.0677416999999998e+01;5.0737746999999999e+01
9.7851870218715135e+01;2.3376858385087806e-02;3.2873670360335300e-01;4.0315702998068338e-02;2.9057550726737726e-06;4.8907435919953831e-09;6.3596832663271815e-04;3.5184229999999999e+00;7.5465489999999997e+00;1.1512520000000000e+01;1.5163849000000001e+01;1.8719498000000002e+01;2.2113796000000001e+01;2.5378488000000001e+01;2.8529879000000001e+01;3.1551514000000001e+01;3.3842243000000003e+01;3.6096898000000003e+01;3.8288896999999999e+01;4.0411835000000004e+01;4.2478554000000003e+01;4.4492134000000000e+01;4.6445386999999997e+01;4.8336025999999997e+01;5.0167040999999998e+01;5.1939419999999998e+01;5.3652549999999998e+01;5.5306744999999999e+01;5.6903547000000003e+01;5.8444508999999996e+01;5.9930920999999998e+01;6.1364116000000003e+01;6.1531908999999999e+01;1.4846145000000000e+01;1.8294796999999999e+01;2.0816469000000001e+01;2.4553115999999999e+01;2.8132273000000001e+01;3.1537275000000001e+01;3.4262918999999997e+01;3.6917427000000004e+01;3.9475206000000000e+01;4.1927083000000003e+01;4.4288544999999999e+01;4.4674647999999998e+01;4.6162146999999997e+01;4.7531962999999998e+01;2.7897022000000000e+01;2.9952947000000002e+01;3.2029052000000000e+01;3.3884484999999998e+01;3.5685521999999999e+01;3.7433743000000000e+01;3.9131566999999997e+01;4.0780904999999997e+01;4.2382663000000001e+01;4.3938043999999998e+01;4.5448633000000001e+01;4.6915843000000002e+01;4.8340826000000000e+01;4.9724755999999999e+01;5.1068899999999999e+01;5.2374465000000001e+01;5.3642555999999999e+01;5.4874253000000003e+01;5.6070636999999998e+01;5.7232759000000001e+01;5.8361617000000003e+01;5.9458177999999997e+01;6.0523392999999999e+01;6.0994261999999999e+01;6.1452527000000003e+01;6.1910477000000000e+01;6.2355944000000001e+01;6.2795692000000003e+01;6.3229748999999998e+01;6.3658067000000003e+01;6.4080609999999993e+01;6.4497580999999997e+01;6.4909118000000007e+01;6.5315269999999998e+01;6.5352366000000004e+01
1.0979850280805690e+02;2.2446828666574870e-02;3.2375526572640262e-01;1.5619189612224682e-01;3.7775096767263958e-06;5.3015304826818540e-09;1.0272093330219248e-03;6.7479089999999999e+00;1.4363192000000000e+01;2.1699601999999999e+01;2.8351686999999998e+01;3.4489381000000002e+01;3.9075459000000002e+01;4.3540714999999999e+01;4.7776266999999997e+01;5.1831963000000002e+01;5.5660884000000003e+01;5.9264721000000002e+01;6.2671219000000001e+01;6.4361531999999997e+01;6.5930301000000000e+01;6.7435329999999993e+01;6.8882125000000002e+01;7.0274921000000006e+01;7.1614429000000001e+01;7.2902007999999995e+01;7.4140298000000001e+01;7.5332115999999999e+01;7.6479378999999994e+01;7.7583579999999998e+01;7.8646463999999995e+01;7.9669961000000001e+01;7.9801793000000004e+01;1.6623847999999999e+01;2.4588059999999999e+01;2.9474971000000000e+01;3.6236953000000000e+01;4.1445697000000003e+01;4.6338177999999999e+01;5.0924199999999999e+01;5.5228611999999998e+01;5.9260503999999997e+01;6.3027096999999998e+01;6.5307760999999999e+01;6.5682282999999998e+01;6.6676993999999993e+01;6.7596273999999994e+01;4.1860604000000002e+01;4.5015779000000002e+01;4.7938709000000003e+01;5.0721662000000002e+01;5.3379806000000002e+01;5.5917344000000000e+01;5.8336387999999999e+01;6.0646738999999997e+01;6.2852598000000000e+01;6.4957491000000005e+01;6.6966393999999994e+01;6.8884395999999995e+01;7.0715548999999996e+01;7.2463488999999996e+01;7.4132076999999995e+01;7.5725144999999998e+01;7.6200924000000001e+01;7.6619116000000005e+01;7.7031533999999994e+01;7.7437282999999994e+01;7.7835851000000005e+01;7.8227359000000007e+01;7.8612331999999995e+01;7.8991291000000004e+01;7.9364598999999998e+01;7.9732372999999995e+01;8.0094521999999998e+01;8.0450928000000005e+01;8.0801595000000006e+01;8.1146677999999994e+01;8.1486402999999996e+01;8.1820978999999994e+01;8.2150542000000002e+01;8.2475154000000003e+01;8.2504761000000002e+01
1.0079787359341354e+02;2.2390324415422987e-02;2.2756417091085251e-01;6.8596653476433844e-02;3.8978266146824320e-06;6.6500134437094942e-09;1.1877189956870469e-03;6.2722319999999998e+00;1.2752602000000000e+01;1.8706047999999999e+01;2.4200538000000002e+01;2.9300301000000001e+01;3.4024393000000003e+01;3.6891385999999997e+01;3.9630684000000002e+01;4.2246988999999999e+01;4.4749896000000000e+01;4.7146748000000002e+01;4.9439081000000002e+01;5.1632219999999997e+01;5.3730918000000003e+01;5.5739359999999998e+01;5.7661295000000003e+01;5.9500438000000003e+01;6.1260461999999997e+01;6.2156407999999999e+01;6.2986485999999999e+01;6.3795684000000001e+01;6.4585946000000007e+01;6.5359183999999999e+01;6.6115027999999995e+01;6.6853170000000006e+01;6.6949297000000001e+01;1.5309566999999999e+01;2.0302040999999999e+01;2.4036726000000002e+01;3.0650897000000001e+01;3.5372297000000003e+01;3.9757047000000000e+01;4.3843673000000003e+01;4.7653021000000003e+01;5.1201107000000000e+01;5.4504921000000003e+01;5.7583468000000003e+01;5.8102609999999999e+01;5.9482272000000002e+01;6.0733116000000003e+01;3.7551063999999997e+01;3.9263694999999998e+01;4.0932160000000003e+01;4.2553783000000003e+01;4.4131304000000000e+01;4.5666103999999997e+01;4.7158835000000003e+01;4.8610500000000002e+01;5.0022500999999998e+01;5.1396036000000002e+01;5.2732044000000002e+01;5.4031503000000001e+01;5.5295479999999998e+01;5.6524988000000000e+01;5.7720948000000000e+01;5.8884264999999999e+01;6.0015852000000002e+01;6.0660249000000000e+01;6.1267488999999998e+01;6.1864044999999997e+01;6.2451163000000001e+01;6.3029893999999999e+01;6.3599778999999998e+01;6.4160472999999996e+01;6.4712202000000005e+01;6.5255465000000001e+01;6.5790458999999998e+01;6.6317130000000006e+01;6.6835517999999993e+01;6.7345836000000006e+01;6.7848291000000003e+01;6.8342990999999998e+01;6.8830009000000004e+01;6.9309465000000003e+01;6.9353200000000001e+01
1.0686055335400638e+02;2.2671774743437192e-02;2.5463754607135558e-01;9.4831465617519123e-02;6.0202885215846441e-06;4.9207539017600641e-09;6.7706027290684962e-04;3.2131430000000001e+00;6.8072090000000003e+00;1.0360180000000000e+01;1.3766394999999999e+01;1.7042145000000001e+01;2.0229914000000001e+01;2.3321386000000000e+01;2.6302139000000000e+01;2.9182206999999998e+01;3.1973610000000001e+01;3.4600791000000001e+01;3.7171036000000001e+01;3.9663856000000003e+01;4.2080576000000001e+01;4.4437809000000001e+01;4.6732185999999999e+01;4.8956398000000000e+01;5.1110888000000003e+01;5.3199669999999998e+01;5.5223545999999999e+01;5.7181713999999999e+01;5.9074978000000002e+01;6.0905197000000001e+01;6.2038063000000001e+01;6.3105181000000002e+01;6.3242919000000001e+01;1.4305906999999999e+01;1.7491589999999999e+01;1.9823371000000002e+01;2.3430429000000000e+01;2.6928345000000000e+01;3.0248474000000002e+01;3.3327772000000003e+01;3.6311976000000001e+01;3.9179785000000003e+01;4.1933303000000002e+01;4.4593333999999999e+01;4.5029186000000003e+01;4.7152788000000001e+01;4.9101453999999997e+01;2.8509702000000001e+01;3.1013428000000001e+01;3.3483310000000003e+01;3.5894455999999998e+01;3.8238790999999999e+01;4.0514131999999996e+01;4.2724341000000003e+01;4.4870984000000000e+01;4.6953358999999999e+01;4.8971685000000001e+01;5.0927585000000001e+01;5.2822532000000002e+01;5.4657614000000002e+01;5.6433999999999997e+01;5.8153073999999997e+01;5.9816315000000003e+01;6.1425106000000000e+01;6.2152946000000000e+01;6.2821824999999997e+01;6.3477922999999997e+01;6.4122973999999999e+01;6.4758582000000004e+01;6.5383979999999994e+01;6.5998621999999997e+01;6.6602872000000005e+01;6.7197427000000005e+01;6.7782523999999995e+01;6.8358064999999996e+01;6.8924116999999995e+01;6.9480962000000005e+01;7.0028861000000006e+01;7.0567942000000002e+01;7.1098303000000001e+01;7.1620102000000003e+01;7.1667668000000006e+01
